,scene,figure,ground,Distinct Prototype,Shared Prototype,Baseline Model,KMeans Model,Refined Distinct Model,Refined Shared Model,Median Distinct Model,Median Shared Model
0,compsva12,box,book,0.08670332646663244,0.0930902688997904,0.4884439738362938,0.053926474680091575,0.12371455057177835,0.2229882516969656,0.06658450575435276,0.07303774553779456
1,compsva12,box,table,0.08708035729031678,0.09216202778920272,0.4626424498576175,0.06246389132355054,0.08584097576513433,0.08274020622022871,0.09974286482156987,0.13226415592681995
2,compsva12,box,pear,0.08417723923421587,0.11046442274340497,0.5907415324777043,0.07661996951893445,0.14398570245568645,0.10059852013203327,0.07310591802225971,0.07379078358191211
3,compsva12,book,box,0.006986047056576199,0.009419234400848638,0.2882852668981391,0.006236244113327372,0.006129014375423113,0.0099215935688939,0.041394737455131884,0.0446927731106207
4,compsva12,book,table,0.08310139267566907,0.0895312065814422,0.4240395297765677,0.05674104599298096,0.08220554761155577,0.08039987369830474,0.034750439687551635,0.026534844543212945
5,compsva12,book,pear,0.007137796430848736,0.015839876750350458,0.2986120306507952,0.04868839987263223,0.007961441468532058,0.01407989044475597,0.05347956319916231,0.04402180496271435
6,compsva12,table,box,0.007456730781514476,0.01511902196280483,0.27672228098975754,0.04415619520682379,0.00878547226876955,0.013439130633604295,0.05314612391953614,0.04120410608721821
7,compsva12,table,book,0.007380426889666859,0.015372971551675685,0.2851465648250732,0.0462798644551904,0.008602342155250456,0.013664863601489498,0.05474973659830076,0.04188736088259353
8,compsva12,table,pear,0.0074684481333798436,0.01510628325340518,0.2753637007480006,0.04410239452934288,0.008772610244933863,0.013427807336360158,0.05294718950166413,0.040423620739861325
9,compsva12,pear,box,0.006644560150122731,0.009239698029187051,0.29448908603225044,0.00733504182323672,0.005844394089968128,0.009732481924077031,0.0190027550332894,0.019689971076480232
10,compsva12,pear,book,0.08253919815569769,0.08917625046813317,0.4394889401354351,0.050845928108663785,0.08188335558694324,0.08031342071570892,0.033382231479629064,0.026541583290534115
11,compsva12,pear,table,0.0879284306024106,0.09293715687776688,0.4679863211072878,0.06175703435313083,0.08661278123455339,0.08324690179440339,0.10178153060536696,0.1341766960142493
12,compsva13,balloon,book,0.09971846217789446,0.12657737438680386,0.6295791552738179,0.2635015172679947,0.1020213052879894,0.1141941712799415,0.14105151777624514,0.16430741100744878
13,compsva13,balloon,table,0.10387376457482826,0.13103179065181958,0.6740608429990018,0.28840288299971717,0.10347703511380148,0.11773481740274486,0.1654103559402637,0.17718749075795684
14,compsva13,balloon,pear,0.10047717120508397,0.12833908077299758,0.6332013605221477,0.2650338835907332,0.10259965099965153,0.11586022719294893,0.1414753586251531,0.1674909495161783
