,over-canon,over-near1,over-near2,over-far1
ground_lightsource,,,,
ground_container,,,,
support,-0.6282480394372745,-0.6282480394372745,0.5811267223168171,0.2414675768622354
ground_verticality,,,,
shortest_distance,-0.3644774693169242,-0.4746133759004523,-0.1587795515379535,0.11302332029810414
contact_proportion,-0.44950312033121625,-0.4495031203312162,0.2139825105069535,1.8927058633750289
above_proportion,0.8026561066590435,-0.9059561524155018,1.1895039951394584,-0.7211470829484986
below_proportion,-0.7484621051199398,1.173550676083062,-0.7484621051199396,0.09546258257604727
bbox_overlap_proportion,-0.18322504964588102,-0.35695286515686364,-0.1520552688174494,1.4818067500750935
horizontal_distance,0.6205325658537881,-0.2429605322667411,-0.18197813274933675,-0.11249994093171108
f_covers_g,1.4962354249749652,1.536002907966404,-0.28121573994866456,-0.32007675652436046
g_covers_f,-0.6955152657321313,-0.6888498550641714,0.7611784886727005,0.777494478085587
location_control,-0.5760360353569771,-0.8047318709080369,0.4223950356626047,0.4444178723716044
