,support,shortest_distance,contact_proportion,above_proportion,below_proportion,bbox_overlap_proportion,horizontal_distance,f_covers_g,g_covers_f,location_control
0,1.0,0.0,0.13972599999999996,0.0,0.0,0.9999999999999999,0.8099546,0.047922220000000015,1.0,0.9563439750000001
1,0.0,0.07052559,0.0,0.0,0.051724139999999974,0.9999985,0.6019257,0.08028478999999994,1.0,0.0004373958019999735
2,1.0,0.010364769999999995,0.0,0.0,0.0,0.9999999999999999,0.20954299999999998,0.09971711,1.0,0.9999999999999999
3,0.0,0.050350129999999965,0.0,0.0,0.051724139999999974,0.9999998999999999,0.6603649,0.08026394000000003,1.0,3.2745177500070888e-06
4,0.0,0.2115219,0.0,0.0,0.060344830000000016,0.0,1.3764159999999999,0.0,0.0,0.64951965
5,8.304395999997327e-05,0.0,0.09161932,0.0,0.19034089999999998,0.1533991,0.2619456,0.02137506,0.15340510000000002,0.05548000419999996
6,7.90623999999962e-05,0.0,0.09161932,0.0,0.19034089999999998,0.1533991,0.2619456,0.02137506,0.15340510000000002,0.05494340880000001
7,0.0,0.050344290000000014,0.0,0.0,0.0,0.9999999999999999,0.6603766999999999,0.08026939999999999,1.0,3.194312249932274e-06
8,0.0,0.1090865,0.0,0.0,0.060344830000000016,0.6267384,0.5927906,0.07575613999999997,0.6279918000000001,0.61575875
9,0.0,0.1090865,0.0,0.0,0.060344830000000016,0.6267384,0.5927906,0.07575613999999997,0.6279918000000001,0.614752075
10,0.0003525012000000216,0.4263582,0.0,0.0,1.0,0.0,0.02623687000000008,0.46773590000000004,1.0,1.7873815000069015e-05
11,0.0,0.5647101,0.0,0.0,1.0,0.0,0.6887228,1.0,0.09642079000000003,4.931517250006401e-06
12,0.0010030670000000241,0.6564585000000001,0.0,0.0,1.0,0.0,0.7039848000000001,0.0,0.0,0.00018200892499997678
13,0.0,0.5647101,0.0,0.0,1.0,0.0,0.6887228,1.0,0.09642079000000003,5.339312500018956e-06
14,0.0,0.05033702000000001,0.0,0.0,0.051724139999999974,0.9999999999999999,0.7304838,0.08026394000000003,1.0,2.2819530000051103e-06
15,1.4554279997858188e-07,0.05013143999999997,0.0,0.0,0.051724139999999974,0.1789493,1.592067,0.014343949999999994,0.1789493,6.443231499952962e-06
16,0.0,1.3511830000000002,0.0,0.0,1.0,0.0,2.2903729999999998,0.0,0.0,3.996713999993018e-05
17,0.0,0.5045228,0.0,0.0,1.0,0.0,0.27657309999999996,1.0,0.09642080000000003,5.175366249943192e-06
18,0.0,0.1515256,0.0,0.0,0.4,0.012667059999999994,0.05349041999999998,1.0,0.44650329999999994,0.00017940132499999484
19,0.0,0.05635467999999999,0.0,0.0,1.0,0.0,0.5368814000000001,1.0,0.07766255,0.00010285087500000456
20,0.0,0.48823140000000004,0.0,0.0,1.0,0.0,1.101424,0.5784314,0.6112807,2.2596922499840133e-06
21,0.0,0.043678190000000006,0.0,0.0,0.8066038000000001,1.8522719999997106e-05,0.3794513,1.0,0.07776746000000001,0.00021555984999999112
22,0.0,0.9747802999999999,0.0,0.0,1.0,0.0,1.16418,0.419414,0.7647271,3.747775000001452e-05
23,0.0,0.5828748000000001,0.0,0.0,1.0,0.0,0.4674911,0.0,0.0,2.260287999988897e-06
24,0.0,0.020858829999999995,0.0,0.0,0.8066038000000001,1.8522719999997106e-05,0.3670731,1.0,0.07776745000000002,0.00021848754999997944
25,0.0,0.9979751000000001,0.0,0.0,1.0,0.0,0.702903,0.05884450000000002,0.0,3.6557537500037096e-05
26,0.0,0.9789338999999999,0.0,0.0,1.0,0.0,1.8851409999999997,0.0,0.0,4.645831249983079e-06
27,0.0,2.6204669999999997,0.0,0.0,1.0,0.0,3.78065,0.0,0.0,4.074334999998319e-05
28,0.0,0.5253583000000002,0.0,0.0,1.0,0.0,1.247861,0.038246400000000014,0.0,5.106492249995487e-06
29,0.0,0.06741012999999998,0.0,0.0,0.0,0.6440585,0.43254220000000004,0.2112388,0.6440585,0.0007396556675000054
30,0.03360431,0.0,0.05479452,0.0,0.015068490000000045,0.9831280999999998,0.2228962,0.08337706,1.0,0.331028745
